,arr_delay
45037,-4.0
45038,-14.0
45039,-9.0
45040,-5.0
45041,53.0
45042,-22.0
45043,-18.0
45044,-30.0
45045,-2.0
45046,6.0
45047,67.0
45048,-24.0
45049,9.0
45050,22.0
45051,-14.0
45052,-6.0
45053,-3.0
45054,-24.0
45055,-5.0
45056,-26.0
45057,-25.0
45058,-15.0
45059,-21.0
45060,-41.0
45061,-8.0
45062,4.0
45063,-23.0
45064,14.0
45065,-16.0
45066,0.0
45067,4.0
45068,-4.0
45069,-19.0
45070,-2.0
45071,-32.0
45072,15.0
45073,0.0
45074,-24.0
45075,-12.0
45076,-14.0
45077,-25.0
45078,36.0
45079,11.0
45080,-12.0
45081,-12.0
45082,250.0
45083,-15.0
45084,-27.0
45085,-14.0
45086,108.0
45087,7.0
45088,-12.0
45089,-10.0
45090,17.0
45091,1157.0
45092,11.0
45093,-13.0
45094,-16.0
45095,-7.0
45096,49.0
45097,1.0
45098,9.0
45099,-26.0
45100,59.0
45101,-18.0
45102,-16.0
45103,6.0
45104,-17.0
45105,-26.0
45106,-20.0
45107,-10.0
45108,-16.0
45109,6.0
45110,-24.0
45111,-21.0
45112,2.0
45113,9.0
45114,-13.0
45115,-17.0
45116,-14.0
45117,46.0
45118,28.0
45119,-16.0
45120,-2.0
45121,107.0
45122,4.0
45123,-13.0
45124,-14.0
45125,65.0
45126,156.0
45127,-6.0
45128,-18.0
45129,0.0
45130,29.0
45131,-8.0
45132,5.0
45133,42.0
45134,-14.0
45135,-11.0
45136,22.0
45137,-4.0
45138,-8.0
45139,-3.0
45140,-15.0
45141,115.0
45142,-4.0
45143,76.0
45144,-5.0
45145,24.0
45146,-14.0
45147,2.0
45148,-6.0
45149,7.0
45150,134.0
45151,31.0
45152,37.0
45153,14.0
45154,12.0
45155,-2.0
45156,-7.0
45157,16.0
45158,-39.0
45159,4.0
45160,17.0
45161,-9.0
45162,-26.0
45163,-11.0
45164,-36.0
45165,-28.0
45166,-14.0
45167,-19.0
45168,106.0
45169,-8.0
45170,12.0
45171,87.0
45172,14.0
45173,12.0
45174,-11.0
45175,37.0
45176,7.0
45177,34.0
45178,6.0
45179,-15.0
45180,90.0
45181,-3.0
45182,-10.0
45183,-23.0
45184,-27.0
45185,-7.0
45186,-4.0
45187,-32.0
45188,1.0
45189,-8.0
45190,-16.0
45191,-26.0
45192,-31.0
45193,39.0
45194,43.0
45195,-21.0
45196,-5.0
45197,14.0
45198,4.0
45199,1.0
45200,-9.0
45201,51.0
45202,-5.0
45203,21.0
45204,-23.0
45205,0.0
45206,-1.0
45207,33.0
45208,-6.0
45209,-16.0
45210,-11.0
45211,11.0
45212,4.0
45213,37.0
45214,55.0
45215,-31.0
45216,62.0
45217,2.0
45218,-36.0
45219,-19.0
45220,-27.0
45221,16.0
45222,104.0
45223,-27.0
45224,6.0
45225,20.0
45226,-20.0
45227,219.0
45228,-9.0
45229,43.0
45230,-5.0
45231,19.0
45232,-4.0
45233,-16.0
45234,-12.0
45235,-7.0
45236,-6.0
45237,-3.0
45238,-1.0
45239,-5.0
45240,-12.0
45241,-29.0
45242,-32.0
45243,-23.0
45244,-7.0
45245,38.0
45246,-24.0
45247,-13.0
45248,-12.0
45249,-1.0
45250,-18.0
45251,1.0
45252,6.0
45253,16.0
45254,21.0
45255,-6.0
45256,-5.0
45257,-24.0
45258,-31.0
45259,1.0
45260,-13.0
45261,53.0
45262,-3.0
45263,-20.0
45264,85.0
45265,-11.0
45266,-30.0
45267,-11.0
45268,-18.0
45269,15.0
45270,31.0
45271,5.0
45272,-10.0
45273,13.0
45274,1.0
45275,-22.0
45276,-14.0
45277,-8.0
45278,-24.0
45279,87.0
45280,5.0
45281,19.0
45282,-6.0
45283,-20.0
45284,10.0
45285,-5.0
45286,9.0
45287,-10.0
45288,25.0
45289,11.0
45290,-13.0
45291,35.0
45292,14.0
45293,-3.0
45294,32.0
45295,-21.0
45296,5.0
45297,-9.0
45298,-14.0
45299,-19.0
45300,-12.0
45301,56.0
45302,62.0
45303,-3.0
45304,-24.0
45305,21.0
45306,-16.0
45307,-4.0
45308,-34.0
45309,-20.0
45310,-4.0
45311,-18.0
45312,-8.0
45313,-5.0
45314,44.0
45315,-22.0
45316,-2.0
45317,4.0
45318,85.0
45319,2.0
45320,-13.0
45321,-13.0
45322,-15.0
45323,-2.0
45324,1.0
45325,-12.0
45326,3.0
45327,-9.0
45328,31.0
45329,-14.0
45330,3.0
45331,-27.0
45332,-20.0
45333,-9.0
45334,23.0
45335,5.0
45336,16.0
45337,-26.0
45338,48.0
45339,3.0
45340,-8.0
45341,-20.0
45342,-24.0
45343,19.0
45344,-13.0
45345,-22.0
45346,-14.0
45347,-15.0
45348,99.0
45349,1.0
45350,-40.0
45351,16.0
45352,0.0
45353,26.0
45354,-7.0
45355,46.0
45356,-15.0
45357,-16.0
45358,-24.0
45359,-37.0
45360,-2.0
45361,-5.0
45362,-7.0
45363,-3.0
45364,111.0
45365,-5.0
45366,2.0
45367,-18.0
45368,-17.0
45369,-7.0
45370,-6.0
45371,-9.0
45372,2.0
45373,14.0
45374,27.0
45375,10.0
45376,-14.0
45377,18.0
45378,97.0
45379,-14.0
45380,-16.0
45381,-1.0
45382,24.0
45383,-17.0
45384,6.0
45385,-21.0
45386,-5.0
45387,3.0
45388,-25.0
45389,16.0
45390,-5.0
45391,52.0
45392,-27.0
45393,-12.0
45394,3.0
45395,19.0
45396,4.0
45397,-13.0
45398,45.0
45399,-12.0
45400,-15.0
45401,0.0
45402,-16.0
45403,-7.0
45404,70.0
45405,-3.0
45406,75.0
45407,14.0
45408,-23.0
45409,-5.0
45410,-17.0
45411,-5.0
45412,19.0
45413,8.0
45414,3.0
45415,-23.0
45416,246.0
45417,-11.0
45418,28.0
45419,-10.0
45420,-12.0
45421,-25.0
45422,-35.0
45423,7.0
45424,-28.0
45425,-21.0
45426,28.0
45427,17.0
45428,2.0
45429,-24.0
45430,35.0
45431,-25.0
45432,-20.0
45433,-15.0
45434,7.0
45435,-17.0
45436,21.0
45437,7.0
45438,-18.0
45439,-19.0
45440,-12.0
45441,225.0
45442,108.0
45443,-22.0
45444,7.0
45445,-3.0
45446,-22.0
45447,-1.0
45448,-1.0
45449,16.0
45450,31.0
45451,-10.0
45452,-7.0
45453,-21.0
45454,-26.0
45455,33.0
45456,20.0
45457,-28.0
45458,31.0
45459,19.0
45460,-8.0
45461,-7.0
45462,-23.0
45463,-20.0
45464,0.0
45465,-11.0
45466,-32.0
45467,-14.0
45468,4.0
45469,-22.0
45470,-4.0
45471,-9.0
45472,-6.0
45473,62.0
45474,-6.0
45475,8.0
45476,-7.0
45477,-1.0
45478,-17.0
45479,-23.0
45480,-7.0
45481,-17.0
45482,-9.0
45483,-8.0
45484,-34.0
45485,-24.0
45486,-27.0
45487,-25.0
45488,-8.0
45489,32.0
45490,-27.0
45491,-1.0
45492,0.0
45493,15.0
45494,-12.0
45495,-9.0
45496,8.0
45497,-1.0
45498,31.0
45499,12.0
45500,43.0
45501,-4.0
45502,53.0
45503,20.0
45504,-12.0
45505,648.0
45506,-16.0
45507,43.0
45508,-29.0
45509,-20.0
45510,-10.0
45511,-46.0
45512,25.0
45513,112.0
45514,-18.0
45515,-17.0
45516,17.0
45517,84.0
45518,-12.0
45519,-15.0
45520,-22.0
45521,-12.0
45522,-2.0
45523,0.0
45524,5.0
45525,3.0
45526,9.0
45527,69.0
45528,-28.0
45529,-9.0
45530,8.0
45531,-13.0
45532,-15.0
45533,30.0
45534,135.0
45535,-12.0
45536,4.0
45537,-9.0
45538,-11.0
45539,75.0
45540,16.0
45541,-3.0
45542,-29.0
45543,-5.0
45544,-6.0
45545,-33.0
45546,-12.0
45547,-16.0
45548,-8.0
45549,-10.0
45550,-23.0
45551,-11.0
45552,16.0
45553,6.0
45554,-3.0
45555,7.0
45556,-1.0
45557,-5.0
45558,-11.0
45559,-11.0
45560,7.0
45561,-10.0
45562,16.0
45563,1.0
45564,-5.0
45565,7.0
45566,-32.0
45567,-12.0
45568,-17.0
45569,-11.0
45570,0.0
45571,-13.0
45572,-6.0
45573,1.0
45574,-3.0
45575,-6.0
45576,-12.0
45577,-10.0
45578,39.0
45579,-21.0
45580,-4.0
45581,-22.0
45582,-2.0
45583,-25.0
45584,-35.0
45585,35.0
45586,-2.0
45587,154.0
45588,8.0
45589,134.0
45590,-15.0
45591,-15.0
45592,-17.0
45593,-9.0
45594,49.0
45595,-28.0
45596,5.0
45597,-22.0
45598,19.0
45599,4.0
45600,-11.0
45601,-29.0
45602,-31.0
45603,8.0
45604,59.0
45605,-1.0
45606,-22.0
45607,-33.0
45608,-1.0
45609,-14.0
45610,-9.0
45611,5.0
45612,2.0
45613,-13.0
45614,-10.0
45615,-27.0
45616,-15.0
45617,-14.0
45618,-19.0
45619,-17.0
45620,-5.0
45621,-1.0
45622,-2.0
45623,-30.0
45624,-7.0
45625,-14.0
45626,64.0
45627,-20.0
45628,24.0
45629,21.0
45630,-6.0
45631,-13.0
45632,-24.0
45633,5.0
45634,-13.0
45635,27.0
45636,19.0
45637,30.0
45638,-9.0
45639,-28.0
45640,1.0
45641,9.0
45642,22.0
45643,-33.0
45644,-17.0
45645,0.0
45646,-2.0
45647,-7.0
45648,-23.0
45649,80.0
45650,5.0
45651,-14.0
45652,-24.0
45653,-16.0
45654,-22.0
45655,-9.0
45656,-9.0
45657,8.0
45658,-15.0
45659,69.0
45660,8.0
45661,-10.0
45662,-19.0
45663,7.0
45664,-4.0
45665,-17.0
45666,-17.0
45667,14.0
45668,-16.0
45669,-24.0
45670,-4.0
45671,-31.0
45672,1.0
45673,-15.0
45674,8.0
45675,33.0
45676,-19.0
45677,-6.0
45678,-14.0
45679,-20.0
45680,9.0
45681,-4.0
45682,125.0
45683,127.0
45684,-22.0
45685,5.0
45686,-10.0
45687,11.0
45688,-7.0
45689,-12.0
45690,8.0
45691,-22.0
45692,-5.0
45693,-14.0
45694,-3.0
45695,28.0
45696,-24.0
45697,-32.0
45698,2.0
45699,-38.0
45700,19.0
45701,11.0
45702,-6.0
45703,-12.0
45704,-9.0
45705,-26.0
45706,-16.0
45707,-23.0
45708,-14.0
45709,-31.0
45710,-20.0
45711,-3.0
45712,-25.0
45713,-40.0
45714,-25.0
45715,24.0
45716,-15.0
45717,5.0
45718,-10.0
45719,21.0
45720,4.0
45721,28.0
45722,121.0
45723,-15.0
45724,-17.0
45725,-13.0
45726,-11.0
45727,33.0
45728,1.0
45729,-24.0
45730,13.0
45731,31.0
45732,-1.0
45733,-15.0
45734,-20.0
45735,-13.0
45736,2.0
45737,5.0
45738,-5.0
45739,-14.0
45740,7.0
45741,68.0
45742,279.0
45743,8.0
45744,-14.0
45745,-14.0
45746,-22.0
45747,-2.0
45748,55.0
45749,33.0
45750,1.0
45751,-4.0
45752,292.0
45753,-26.0
45754,-20.0
45755,4.0
45756,47.0
45757,1.0
45758,-4.0
45759,133.0
45760,-38.0
45761,-10.0
45762,-8.0
45763,-7.0
45764,-34.0
45765,-16.0
45766,5.0
45767,-24.0
45768,-35.0
45769,-18.0
45770,80.0
45771,13.0
45772,-2.0
45773,-34.0
45774,72.0
45775,-13.0
45776,62.0
45777,8.0
45778,67.0
45779,4.0
45780,6.0
45781,70.0
45782,3.0
45783,-9.0
45784,-3.0
45785,-21.0
45786,-10.0
45787,34.0
45788,-11.0
45789,10.0
45790,37.0
45791,-7.0
45792,-3.0
45793,-19.0
45794,-46.0
45795,-9.0
45796,34.0
45797,-21.0
45798,-10.0
45799,-25.0
45800,-17.0
45801,-23.0
45802,29.0
45803,4.0
45804,-7.0
45805,-39.0
45806,69.0
45807,-17.0
45808,83.0
45809,6.0
45810,105.0
45811,-23.0
45812,98.0
45813,130.0
45814,-16.0
45815,-16.0
45816,-5.0
45817,-23.0
45818,-13.0
45819,24.0
45820,17.0
45821,24.0
45822,499.0
45823,10.0
45824,-15.0
45825,-18.0
45826,-7.0
45827,3.0
45828,-12.0
45829,-25.0
45830,-7.0
45831,29.0
45832,-15.0
45833,-19.0
45834,-8.0
45835,38.0
45836,-19.0
45837,-12.0
45838,21.0
45839,30.0
45840,374.0
45841,180.0
45842,53.0
45843,-15.0
45844,77.0
45845,-6.0
45846,-17.0
45847,-7.0
45848,-17.0
45849,52.0
45850,161.0
45851,-7.0
45852,-14.0
45853,-8.0
45854,-20.0
45855,-7.0
45856,5.0
45857,-3.0
45858,-17.0
45859,-34.0
45860,-23.0
45861,-11.0
45862,-9.0
45863,-11.0
45864,40.0
45865,-10.0
45866,-19.0
45867,-19.0
45868,-15.0
45869,-25.0
45870,10.0
45871,-45.0
45872,-20.0
45873,-6.0
45874,72.0
45875,7.0
45876,-29.0
45877,-9.0
45878,-16.0
45879,-19.0
45880,-12.0
45881,-10.0
45882,379.0
45883,42.0
45884,-2.0
45885,-6.0
45886,11.0
45887,-11.0
45888,-6.0
45889,-14.0
45890,-5.0
45891,-26.0
45892,-23.0
45893,-12.0
45894,-24.0
45895,-14.0
45896,-8.0
45897,-14.0
45898,20.0
45899,-7.0
45900,-19.0
45901,271.0
45902,-20.0
45903,-24.0
45904,30.0
45905,-26.0
45906,12.0
45907,-5.0
45908,-14.0
45909,-23.0
45910,68.0
45911,-5.0
45912,-22.0
45913,-15.0
45914,-31.0
45915,-9.0
45916,10.0
45917,2.0
45918,-19.0
45919,11.0
45920,25.0
45921,-15.0
45922,29.0
45923,-9.0
45924,0.0
45925,-2.0
45926,-6.0
45927,-7.0
45928,123.0
45929,2.0
45930,5.0
45931,27.0
45932,2.0
45933,-12.0
45934,86.0
45935,-6.0
45936,-26.0
45937,-13.0
45938,5.0
45939,-21.0
45940,-26.0
45941,-28.0
45942,2.0
45943,-28.0
45944,138.0
45945,11.0
45946,-20.0
45947,-29.0
45948,-20.0
45949,-26.0
45950,12.0
45951,-17.0
45952,-16.0
45953,14.0
45954,-14.0
45955,-30.0
45956,-13.0
45957,-16.0
45958,120.0
45959,87.0
45960,-5.0
45961,-46.0
45962,-13.0
45963,-3.0
45964,-13.0
45965,-17.0
45966,-5.0
45967,13.0
45968,10.0
45969,7.0
45970,7.0
45971,115.0
45972,-28.0
45973,-18.0
45974,-16.0
45975,15.0
45976,32.0
45977,7.0
45978,-10.0
45979,5.0
45980,-12.0
45981,149.0
45982,284.0
45983,48.0
45984,3.0
45985,-15.0
45986,-16.0
45987,11.0
45988,-17.0
45989,-9.0
45990,4.0
45991,-23.0
45992,-7.0
45993,54.0
45994,-8.0
45995,-7.0
45996,-11.0
45997,14.0
45998,33.0
45999,28.0
46000,-1.0
46001,45.0
46002,-17.0
46003,76.0
46004,-4.0
46005,6.0
46006,-10.0
46007,-17.0
46008,3.0
46009,47.0
46010,36.0
46011,24.0
46012,-1.0
46013,-2.0
46014,4.0
46015,0.0
46016,-3.0
46017,123.0
46018,5.0
46019,38.0
46020,-18.0
46021,-8.0
46022,-2.0
46023,-27.0
46024,116.0
46025,-25.0
46026,-6.0
46027,-23.0
46028,6.0
46029,-18.0
46030,1.0
46031,-6.0
46032,56.0
46033,-6.0
46034,-8.0
46035,-12.0
46036,20.0
46037,-12.0
46038,-2.0
46039,-20.0
46040,-23.0
46041,8.0
46042,38.0
46043,-6.0
46044,-37.0
46045,-6.0
46046,-13.0
46047,-8.0
46048,18.0
46049,-16.0
46050,-11.0
46051,-2.0
46052,2.0
46053,100.0
46054,90.0
46055,40.0
46056,-11.0
46057,-14.0
46058,-2.0
46059,1.0
46060,-25.0
46061,8.0
46062,-24.0
46063,10.0
46064,13.0
46065,-11.0
46066,-1.0
46067,20.0
46068,-14.0
46069,-6.0
46070,-20.0
46071,-23.0
46072,8.0
46073,-9.0
46074,4.0
46075,4.0
46076,6.0
46077,-20.0
46078,-1.0
46079,116.0
46080,4.0
46081,-23.0
46082,2.0
46083,2.0
46084,25.0
46085,6.0
46086,-13.0
46087,-4.0
46088,0.0
46089,-9.0
46090,79.0
46091,-21.0
46092,-25.0
46093,87.0
46094,5.0
46095,35.0
46096,-21.0
46097,13.0
46098,20.0
46099,21.0
46100,-24.0
46101,-5.0
46102,-10.0
46103,22.0
46104,1.0
46105,7.0
46106,-7.0
46107,1.0
46108,-36.0
46109,1.0
46110,-11.0
46111,38.0
46112,-9.0
46113,18.0
46114,-16.0
46115,-13.0
46116,8.0
46117,-15.0
46118,-7.0
46119,14.0
46120,-3.0
46121,22.0
46122,-6.0
46123,43.0
46124,-8.0
46125,-35.0
46126,-19.0
46127,-21.0
46128,-5.0
46129,-10.0
46130,0.0
46131,29.0
46132,-16.0
46133,-15.0
46134,7.0
46135,118.0
46136,-2.0
46137,-28.0
46138,-2.0
46139,25.0
46140,37.0
46141,-16.0
46142,63.0
46143,26.0
46144,22.0
46145,-10.0
46146,-20.0
46147,14.0
46148,-19.0
46149,1.0
46150,5.0
46151,-23.0
46152,9.0
46153,35.0
46154,53.0
46155,-20.0
46156,57.0
46157,6.0
46158,-15.0
46159,-1.0
46160,6.0
46161,26.0
46162,-8.0
46163,2.0
46164,-29.0
46165,3.0
46166,18.0
46167,-34.0
46168,56.0
46169,22.0
46170,-11.0
46171,5.0
46172,-5.0
46173,-18.0
46174,51.0
46175,-3.0
46176,-22.0
46177,23.0
46178,37.0
46179,-13.0
46180,-12.0
46181,-3.0
46182,3.0
46183,0.0
46184,111.0
46185,23.0
46186,-6.0
46187,-7.0
46188,-1.0
46189,-25.0
46190,34.0
46191,0.0
46192,-16.0
46193,-8.0
46194,-14.0
46195,-4.0
46196,-18.0
46197,32.0
46198,17.0
46199,12.0
46200,26.0
46201,-4.0
46202,-11.0
46203,6.0
46204,-9.0
46205,-28.0
46206,-5.0
46207,-15.0
46208,4.0
46209,-15.0
46210,-1.0
46211,-5.0
46212,-16.0
46213,95.0
46214,190.0
46215,-30.0
46216,34.0
46217,-14.0
46218,6.0
46219,-10.0
46220,13.0
46221,-30.0
46222,-1.0
46223,-2.0
46224,-22.0
46225,46.0
46226,13.0
46227,-1.0
46228,-19.0
46229,-1.0
46230,-11.0
46231,3.0
46232,-4.0
46233,130.0
46234,-21.0
46235,4.0
46236,46.0
46237,17.0
46238,-45.0
46239,-18.0
46240,25.0
46241,22.0
46242,134.0
46243,173.0
46244,-26.0
46245,-22.0
46246,20.0
46247,15.0
46248,-15.0
46249,-7.0
46250,26.0
46251,34.0
46252,-14.0
46253,11.0
46254,-11.0
46255,-7.0
46256,-19.0
46257,-11.0
46258,11.0
46259,-4.0
46260,-27.0
46261,42.0
46262,-7.0
46263,83.0
46264,-8.0
46265,26.0
46266,-21.0
46267,99.0
46268,-30.0
46269,18.0
46270,6.0
46271,-18.0
46272,-15.0
46273,-11.0
46274,-35.0
46275,-11.0
46276,19.0
46277,14.0
46278,72.0
46279,-6.0
46280,-4.0
46281,50.0
46282,-3.0
46283,-9.0
46284,-1.0
46285,-8.0
46286,-6.0
46287,-9.0
46288,-14.0
46289,28.0
46290,-16.0
46291,38.0
46292,6.0
46293,-8.0
46294,-13.0
46295,142.0
46296,-21.0
46297,8.0
46298,0.0
46299,62.0
46300,21.0
46301,5.0
46302,17.0
46303,3.0
46304,-11.0
46305,10.0
46306,-22.0
46307,2.0
46308,-3.0
46309,41.0
46310,12.0
46311,55.0
46312,7.0
46313,-6.0
46314,21.0
46315,-9.0
46316,-16.0
46317,-8.0
46318,11.0
46319,0.0
46320,-2.0
46321,33.0
46322,53.0
46323,-12.0
46324,-16.0
46325,5.0
46326,1.0
46327,9.0
46328,-18.0
46329,3.0
46330,-30.0
46331,-18.0
46332,-29.0
46333,-16.0
46334,-27.0
46335,1.0
46336,1.0
46337,-4.0
46338,192.0
46339,-9.0
46340,23.0
46341,6.0
46342,5.0
46343,60.0
46344,-4.0
46345,-20.0
46346,-9.0
46347,-13.0
46348,6.0
46349,3.0
46350,46.0
46351,-5.0
46352,-3.0
46353,-14.0
46354,-27.0
46355,28.0
46356,-18.0
46357,-11.0
46358,-10.0
46359,-43.0
46360,-18.0
46361,2.0
46362,-19.0
46363,68.0
46364,1.0
46365,-23.0
46366,42.0
46367,2.0
46368,4.0
46369,3.0
46370,54.0
46371,11.0
46372,12.0
46373,-18.0
46374,-9.0
46375,5.0
46376,-5.0
46377,-11.0
46378,-6.0
46379,-6.0
46380,36.0
46381,-23.0
46382,-19.0
46383,-14.0
46384,1.0
46385,5.0
46386,-29.0
46387,15.0
46388,-5.0
46389,3.0
46390,-21.0
46391,10.0
46392,-13.0
46393,13.0
46394,23.0
46395,-44.0
46396,-5.0
46397,-15.0
46398,-11.0
46399,11.0
46400,23.0
46401,-19.0
46402,-11.0
46403,-9.0
46404,-12.0
46405,-23.0
46406,-2.0
46407,-4.0
46408,-4.0
46409,1.0
46410,-6.0
46411,1.0
46412,-16.0
46413,-11.0
46414,-8.0
46415,177.0
46416,74.0
46417,-42.0
46418,53.0
46419,28.0
46420,-20.0
46421,14.0
46422,70.0
46423,-10.0
46424,61.0
46425,-1.0
46426,14.0
46427,61.0
46428,30.0
46429,-27.0
46430,-6.0
46431,-4.0
46432,-18.0
46433,-13.0
46434,23.0
46435,-12.0
46436,-17.0
46437,-6.0
46438,-23.0
46439,-8.0
46440,0.0
46441,-8.0
46442,8.0
46443,-5.0
46444,-29.0
46445,-18.0
46446,-13.0
46447,28.0
46448,-16.0
46449,0.0
46450,134.0
46451,2.0
46452,23.0
46453,63.0
46454,-6.0
46455,38.0
46456,-19.0
46457,21.0
46458,22.0
46459,0.0
46460,0.0
46461,-9.0
46462,20.0
46463,0.0
46464,-24.0
46465,-22.0
46466,-9.0
46467,-5.0
46468,48.0
46469,-17.0
46470,-8.0
46471,6.0
46472,-14.0
46473,-14.0
46474,12.0
46475,2.0
46476,-23.0
46477,-10.0
46478,-30.0
46479,-27.0
46480,38.0
46481,-3.0
46482,-11.0
46483,7.0
46484,-1.0
46485,10.0
46486,1.0
46487,-17.0
46488,-3.0
46489,5.0
46490,-21.0
46491,-4.0
46492,30.0
46493,-23.0
46494,-9.0
46495,7.0
46496,-1.0
46497,-1.0
46498,-13.0
46499,6.0
46500,20.0
46501,-18.0
46502,36.0
46503,0.0
46504,-18.0
46505,69.0
46506,-16.0
46507,18.0
46508,77.0
46509,-4.0
46510,-42.0
46511,6.0
46512,-7.0
46513,-7.0
46514,-20.0
46515,-4.0
46516,61.0
46517,-6.0
46518,-38.0
46519,37.0
46520,64.0
46521,3.0
46522,-16.0
46523,7.0
46524,-12.0
46525,-10.0
46526,37.0
46527,-5.0
46528,142.0
46529,9.0
46530,15.0
46531,14.0
46532,25.0
46533,150.0
46534,-19.0
46535,-5.0
46536,-8.0
46537,-21.0
46538,-24.0
46539,-19.0
46540,41.0
46541,31.0
46542,-12.0
46543,-3.0
46544,-10.0
46545,73.0
46546,-6.0
46547,-13.0
46548,39.0
46549,-26.0
46550,56.0
46551,136.0
46552,99.0
46553,-30.0
46554,14.0
46555,-32.0
46556,-14.0
46557,-10.0
46558,-6.0
46559,1.0
46560,-5.0
46561,47.0
46562,37.0
46563,21.0
46564,9.0
46565,109.0
46566,-16.0
46567,-5.0
46568,-29.0
46569,0.0
46570,49.0
46571,20.0
46572,36.0
46573,54.0
46574,35.0
46575,-22.0
46576,-1.0
46577,-19.0
46578,-33.0
46579,-28.0
46580,-7.0
46581,-28.0
46582,-16.0
46583,-34.0
46584,-9.0
46585,19.0
46586,-11.0
46587,14.0
46588,-7.0
46589,-52.0
46590,2.0
46591,24.0
46592,-13.0
46593,25.0
46594,40.0
46595,-1.0
46596,-6.0
46597,-31.0
46598,45.0
46599,-3.0
46600,5.0
46601,1.0
46602,21.0
46603,-17.0
46604,-21.0
46605,1.0
46606,-27.0
46607,-14.0
46608,-5.0
46609,-18.0
46610,102.0
46611,-20.0
46612,-14.0
46613,2.0
46614,-9.0
46615,-18.0
46616,13.0
46617,-8.0
46618,-17.0
46619,-35.0
46620,-15.0
46621,0.0
46622,-25.0
46623,5.0
46624,23.0
46625,29.0
46626,-13.0
46627,-19.0
46628,-11.0
46629,-24.0
46630,-25.0
46631,-14.0
46632,110.0
46633,-15.0
46634,-4.0
46635,-6.0
46636,58.0
46637,-6.0
46638,8.0
46639,14.0
46640,-14.0
46641,40.0
46642,-13.0
46643,-23.0
46644,-20.0
46645,-1.0
46646,-14.0
46647,-11.0
46648,22.0
46649,17.0
46650,-14.0
46651,5.0
46652,-38.0
46653,-7.0
46654,-26.0
46655,-2.0
46656,19.0
46657,-14.0
46658,-4.0
46659,-13.0
46660,180.0
46661,25.0
46662,-13.0
46663,-12.0
46664,-25.0
46665,-18.0
46666,-9.0
46667,9.0
46668,-1.0
46669,39.0
46670,13.0
46671,-25.0
46672,-17.0
46673,-19.0
46674,-3.0
46675,-5.0
46676,90.0
46677,70.0
46678,-10.0
46679,66.0
46680,-6.0
46681,16.0
46682,-8.0
46683,-35.0
46684,-20.0
46685,-25.0
46686,153.0
46687,37.0
46688,2.0
46689,-22.0
46690,-12.0
46691,-10.0
46692,-2.0
46693,22.0
46694,108.0
46695,2.0
46696,6.0
46697,-9.0
46698,-14.0
46699,-2.0
46700,-19.0
46701,-7.0
46702,-7.0
46703,-1.0
46704,-19.0
46705,-17.0
46706,20.0
46707,2.0
46708,-19.0
46709,-7.0
46710,-12.0
46711,-9.0
46712,-17.0
46713,-7.0
46714,-10.0
46715,-33.0
46716,-15.0
46717,-17.0
46718,-21.0
46719,-1.0
46720,-11.0
46721,-14.0
46722,198.0
46723,-7.0
46724,15.0
46725,-19.0
46726,1.0
46727,-20.0
46728,-5.0
46729,-1.0
46730,-17.0
46731,55.0
46732,-4.0
46733,12.0
46734,-29.0
46735,-3.0
46736,-5.0
46737,-24.0
46738,-14.0
46739,-9.0
46740,21.0
46741,-29.0
46742,29.0
46743,-8.0
46744,-1.0
46745,-14.0
46746,14.0
46747,-14.0
46748,-14.0
46749,21.0
46750,-32.0
46751,128.0
46752,-35.0
46753,-10.0
46754,70.0
46755,-13.0
46756,-18.0
46757,0.0
46758,24.0
46759,-24.0
46760,21.0
46761,-17.0
46762,6.0
46763,6.0
46764,34.0
46765,-5.0
46766,-10.0
46767,-23.0
46768,-6.0
46769,-23.0
46770,59.0
46771,14.0
46772,-31.0
46773,-26.0
46774,-12.0
46775,-23.0
46776,24.0
46777,157.0
46778,-5.0
46779,-11.0
46780,10.0
46781,9.0
46782,-2.0
46783,104.0
46784,19.0
46785,47.0
46786,9.0
46787,-25.0
46788,21.0
46789,26.0
46790,6.0
46791,-16.0
46792,1.0
46793,-7.0
46794,-20.0
46795,23.0
46796,-43.0
46797,15.0
46798,-10.0
46799,35.0
46800,-6.0
46801,17.0
46802,1.0
46803,-29.0
46804,-2.0
46805,43.0
46806,-2.0
46807,3.0
46808,-11.0
46809,14.0
46810,4.0
46811,-15.0
46812,-8.0
46813,-13.0
46814,-11.0
46815,-1.0
46816,-33.0
46817,47.0
46818,-5.0
46819,-10.0
46820,-17.0
46821,-10.0
46822,16.0
46823,-10.0
46824,-3.0
46825,-14.0
46826,-11.0
46827,-18.0
46828,7.0
46829,5.0
46830,-12.0
46831,-17.0
46832,-11.0
46833,-16.0
46834,35.0
46835,-8.0
46836,-28.0
46837,-24.0
46838,7.0
46839,-5.0
46840,-35.0
46841,-21.0
46842,86.0
46843,110.0
46844,-4.0
46845,165.0
46846,-1.0
46847,6.0
46848,83.0
46849,-12.0
46850,-9.0
46851,78.0
46852,16.0
46853,2.0
46854,41.0
46855,-18.0
46856,-7.0
46857,-7.0
46858,-8.0
46859,15.0
46860,-35.0
46861,3.0
46862,-12.0
46863,123.0
46864,-13.0
46865,-4.0
46866,-6.0
46867,17.0
46868,1.0
46869,-16.0
46870,3.0
46871,-5.0
46872,35.0
46873,7.0
46874,-20.0
46875,-3.0
46876,-7.0
46877,-4.0
46878,-5.0
